precip,date,month,day,year
0.5,10/4/98,10,4,1998
0.3,10/5/98,10,5,1998
0.3,10/6/98,10,6,1998
0.3,10/7/98,10,7,1998
0,10/8/98,10,8,1998
0,10/9/98,10,9,1998
3.6,10/10/98,10,10,1998
0,10/11/98,10,11,1998
0,10/12/98,10,12,1998
0,10/13/98,10,13,1998
0,10/14/98,10,14,1998
0,10/15/98,10,15,1998
0.3,10/16/98,10,16,1998
12.2,10/17/98,10,17,1998
0.3,10/18/98,10,18,1998
0,10/19/98,10,19,1998
0,10/20/98,10,20,1998
0,10/21/98,10,21,1998
1.8,10/22/98,10,22,1998
3.3,10/23/98,10,23,1998
0.3,10/24/98,10,24,1998
0,10/25/98,10,25,1998
8.1,10/26/98,10,26,1998
35.3,10/27/98,10,27,1998
0.5,10/28/98,10,28,1998
7.1,10/29/98,10,29,1998
0,10/30/98,10,30,1998
0,10/31/98,10,31,1998
0,11/1/98,11,1,1998
0,11/2/98,11,2,1998
0,11/3/98,11,3,1998
0,11/4/98,11,4,1998
0,11/5/98,11,5,1998
0,11/6/98,11,6,1998
4.6,11/7/98,11,7,1998
1,11/8/98,11,8,1998
4.6,11/9/98,11,9,1998
0.3,11/10/98,11,10,1998
0,11/11/98,11,11,1998
0,11/12/98,11,12,1998
0,11/13/98,11,13,1998
9.1,11/14/98,11,14,1998
10.7,11/15/98,11,15,1998
7.9,11/16/98,11,16,1998
6.1,11/17/98,11,17,1998
0,11/18/98,11,18,1998
0,11/19/98,11,19,1998
0,11/20/98,11,20,1998
0,11/21/98,11,21,1998
0,11/22/98,11,22,1998
0,11/23/98,11,23,1998
0,11/24/98,11,24,1998
1.3,11/25/98,11,25,1998
55.6,11/26/98,11,26,1998
0,11/27/98,11,27,1998
0,11/28/98,11,28,1998
3.3,11/29/98,11,29,1998
0,11/30/98,11,30,1998
5.1,6/1/99,6,1,1999
0,6/2/99,6,2,1999
0,6/3/99,6,3,1999
0,6/4/99,6,4,1999
0,6/5/99,6,5,1999
0,6/6/99,6,6,1999
0,6/7/99,6,7,1999
0,6/8/99,6,8,1999
0,6/9/99,6,9,1999
5.8,6/10/99,6,10,1999
0,6/11/99,6,11,1999
3.3,6/12/99,6,12,1999
34,6/13/99,6,13,1999
8.9,6/14/99,6,14,1999
24.6,6/15/99,6,15,1999
0.3,6/16/99,6,16,1999
0,6/17/99,6,17,1999
0,6/18/99,6,18,1999
11.2,6/19/99,6,19,1999
30,6/20/99,6,20,1999
0.3,6/21/99,6,21,1999
4.8,6/22/99,6,22,1999
8.4,6/23/99,6,23,1999
2,6/24/99,6,24,1999
5.8,6/25/99,6,25,1999
0,6/26/99,6,26,1999
0.3,6/27/99,6,27,1999
0.3,6/28/99,6,28,1999
7.6,6/29/99,6,29,1999
6.9,6/30/99,6,30,1999
0.3,7/1/99,7,1,1999
0.8,7/2/99,7,2,1999
38.1,7/3/99,7,3,1999
6.3,7/4/99,7,4,1999
0.3,7/5/99,7,5,1999
0,7/6/99,7,6,1999
0,7/7/99,7,7,1999
9.1,7/8/99,7,8,1999
14.7,7/9/99,7,9,1999
0.3,7/10/99,7,10,1999
0.3,7/11/99,7,11,1999
2.5,7/12/99,7,12,1999
2.8,7/13/99,7,13,1999
0.5,7/14/99,7,14,1999
0,7/15/99,7,15,1999
0,7/16/99,7,16,1999
0,7/17/99,7,17,1999
0.3,7/18/99,7,18,1999
10.2,7/19/99,7,19,1999
0,7/20/99,7,20,1999
0.3,7/21/99,7,21,1999
6.1,7/22/99,7,22,1999
5.8,7/23/99,7,23,1999
2.3,7/24/99,7,24,1999
46.7,7/25/99,7,25,1999
0.5,7/26/99,7,26,1999
1.3,7/27/99,7,27,1999
3.3,7/28/99,7,28,1999
0.3,7/29/99,7,29,1999
1.5,7/30/99,7,30,1999
1,7/31/99,7,31,1999
36.8,8/1/99,8,1,1999
0.3,8/2/99,8,2,1999
0.3,8/3/99,8,3,1999
0,8/4/99,8,4,1999
0.3,8/5/99,8,5,1999
0,8/6/99,8,6,1999
0,8/7/99,8,7,1999
0,8/8/99,8,8,1999
0,8/9/99,8,9,1999
0,8/10/99,8,10,1999
0,8/11/99,8,11,1999
58.4,8/12/99,8,12,1999
0.3,8/13/99,8,13,1999
0,8/14/99,8,14,1999
0,8/15/99,8,15,1999
0,8/16/99,8,16,1999
0,8/17/99,8,17,1999
0,8/18/99,8,18,1999
0,8/19/99,8,19,1999
0,8/20/99,8,20,1999
0,8/21/99,8,21,1999
6.9,8/22/99,8,22,1999
11.9,8/23/99,8,23,1999
1,8/24/99,8,24,1999
7.4,8/25/99,8,25,1999
0,8/26/99,8,26,1999
0.3,8/27/99,8,27,1999
0,8/28/99,8,28,1999
4.8,8/29/99,8,29,1999
48.3,8/30/99,8,30,1999
0,8/31/99,8,31,1999
0,9/1/99,9,1,1999
0,9/2/99,9,2,1999
0,9/3/99,9,3,1999
0,9/4/99,9,4,1999
0,9/5/99,9,5,1999
0,9/6/99,9,6,1999
0,9/7/99,9,7,1999
0,9/8/99,9,8,1999
0,9/9/99,9,9,1999
0,9/10/99,9,10,1999
0,9/11/99,9,11,1999
0,9/12/99,9,12,1999
15.7,9/13/99,9,13,1999
0,9/14/99,9,14,1999
0,9/15/99,9,15,1999
0,9/16/99,9,16,1999
0,9/17/99,9,17,1999
0,9/18/99,9,18,1999
0,9/19/99,9,19,1999
0,9/20/99,9,20,1999
0,9/21/99,9,21,1999
0,9/22/99,9,22,1999
0,9/23/99,9,23,1999
0,9/24/99,9,24,1999
0,9/25/99,9,25,1999
0,9/26/99,9,26,1999
0,9/27/99,9,27,1999
18.3,9/28/99,9,28,1999
9.7,9/29/99,9,29,1999
1.3,9/30/99,9,30,1999
0,10/1/99,10,1,1999
0,10/2/99,10,2,1999
0,10/3/99,10,3,1999
29.7,10/4/99,10,4,1999
0.3,10/5/99,10,5,1999
0.3,10/6/99,10,6,1999
0,10/7/99,10,7,1999
19,10/8/99,10,8,1999
0,10/9/99,10,9,1999
0.8,10/10/99,10,10,1999
2.5,10/11/99,10,11,1999
0,10/12/99,10,12,1999
0,10/13/99,10,13,1999
7.9,10/14/99,10,14,1999
0,10/15/99,10,15,1999
0.5,10/16/99,10,16,1999
0,10/17/99,10,17,1999
0,10/18/99,10,18,1999
7.9,10/19/99,10,19,1999
0,10/20/99,10,20,1999
0,10/21/99,10,21,1999
0,10/22/99,10,22,1999
1,10/23/99,10,23,1999
0,10/24/99,10,24,1999
32.5,10/25/99,10,25,1999
0.3,10/26/99,10,26,1999
0,10/27/99,10,27,1999
0,10/28/99,10,28,1999
12.7,10/29/99,10,29,1999
0,10/30/99,10,30,1999
0,10/31/99,10,31,1999
2.8,11/1/99,11,1,1999
0,11/2/99,11,2,1999
0,11/3/99,11,3,1999
0,11/4/99,11,4,1999
0,11/5/99,11,5,1999
0.3,11/6/99,11,6,1999
0,11/7/99,11,7,1999
0,11/8/99,11,8,1999
0,11/9/99,11,9,1999
0,11/10/99,11,10,1999
0,11/11/99,11,11,1999
0,11/12/99,11,12,1999
0,11/13/99,11,13,1999
0,11/14/99,11,14,1999
51.1,11/15/99,11,15,1999
2,11/16/99,11,16,1999
0,11/17/99,11,17,1999
0,11/18/99,11,18,1999
0,11/19/99,11,19,1999
0,11/20/99,11,20,1999
17.3,11/21/99,11,21,1999
0,11/22/99,11,22,1999
0,11/23/99,11,23,1999
0,11/24/99,11,24,1999
0.5,11/25/99,11,25,1999
1.5,11/26/99,11,26,1999
0.3,11/27/99,11,27,1999
29,11/28/99,11,28,1999
0.3,11/29/99,11,29,1999
0,11/30/99,11,30,1999
1.3,6/1/00,6,1,2000
0,6/2/00,6,2,2000
16.8,6/3/00,6,3,2000
0,6/4/00,6,4,2000
4.6,6/5/00,6,5,2000
29.7,6/6/00,6,6,2000
0,6/7/00,6,7,2000
0.3,6/8/00,6,8,2000
0.5,6/9/00,6,9,2000
13.2,6/10/00,6,10,2000
0,6/11/00,6,11,2000
1.5,6/12/00,6,12,2000
0.3,6/13/00,6,13,2000
0,6/14/00,6,14,2000
0,6/15/00,6,15,2000
0.3,6/16/00,6,16,2000
0.8,6/17/00,6,17,2000
0,6/18/00,6,18,2000
0,6/19/00,6,19,2000
0,6/20/00,6,20,2000
0,6/21/00,6,21,2000
0,6/22/00,6,22,2000
4.3,6/23/00,6,23,2000
11.2,6/24/00,6,24,2000
0,6/25/00,6,25,2000
0,6/26/00,6,26,2000
0.3,6/27/00,6,27,2000
0.5,6/28/00,6,28,2000
0,6/29/00,6,29,2000
0,6/30/00,6,30,2000
0,7/1/00,7,1,2000
0,7/2/00,7,2,2000
0,7/3/00,7,3,2000
0,7/4/00,7,4,2000
0,7/5/00,7,5,2000
0,7/6/00,7,6,2000
0,7/7/00,7,7,2000
0,7/8/00,7,8,2000
0,7/9/00,7,9,2000
6.1,7/10/00,7,10,2000
0,7/11/00,7,11,2000
8.6,7/12/00,7,12,2000
1.3,7/13/00,7,13,2000
31.5,7/14/00,7,14,2000
0,7/15/00,7,15,2000
2.5,7/16/00,7,16,2000
0,7/17/00,7,17,2000
0,7/18/00,7,18,2000
0.3,7/19/00,7,19,2000
0.3,7/20/00,7,20,2000
13,7/21/00,7,21,2000
0,7/22/00,7,22,2000
0.8,7/23/00,7,23,2000
0,7/24/00,7,24,2000
3.3,7/25/00,7,25,2000
0,7/26/00,7,26,2000
0,7/27/00,7,27,2000
0,7/28/00,7,28,2000
1.3,7/29/00,7,29,2000
0,7/30/00,7,30,2000
0,7/31/00,7,31,2000
0,8/1/00,8,1,2000
0,8/2/00,8,2,2000
1.5,8/3/00,8,3,2000
2,8/4/00,8,4,2000
6.6,8/5/00,8,5,2000
0,8/6/00,8,6,2000
0,8/7/00,8,7,2000
0,8/8/00,8,8,2000
3.8,8/9/00,8,9,2000
0.8,8/10/00,8,10,2000
0,8/11/00,8,11,2000
0,8/12/00,8,12,2000
0,8/13/00,8,13,2000
0,8/14/00,8,14,2000
0,8/15/00,8,15,2000
1.3,8/16/00,8,16,2000
0.3,8/17/00,8,17,2000
0,8/18/00,8,18,2000
0,8/19/00,8,19,2000
0,8/20/00,8,20,2000
0,8/21/00,8,21,2000
2.8,8/22/00,8,22,2000
2.5,8/23/00,8,23,2000
0,8/24/00,8,24,2000
58.9,8/25/00,8,25,2000
0.3,8/26/00,8,26,2000
0,8/27/00,8,27,2000
0,8/28/00,8,28,2000
0,8/29/00,8,29,2000
0,8/30/00,8,30,2000
0,8/31/00,8,31,2000
0,9/1/00,9,1,2000
0,9/2/00,9,2,2000
2,9/3/00,9,3,2000
0.8,9/4/00,9,4,2000
0,9/5/00,9,5,2000
0,9/6/00,9,6,2000
0.3,9/7/00,9,7,2000
1.8,9/8/00,9,8,2000
0,9/9/00,9,9,2000
0,9/10/00,9,10,2000
0,9/11/00,9,11,2000
0,9/12/00,9,12,2000
1,9/13/00,9,13,2000
0.5,9/14/00,9,14,2000
0,9/15/00,9,15,2000
8.6,9/16/00,9,16,2000
4.1,9/17/00,9,17,2000
0.3,9/18/00,9,18,2000
0,9/19/00,9,19,2000
0,9/20/00,9,20,2000
0,9/21/00,9,21,2000
0,9/22/00,9,22,2000
0,9/23/00,9,23,2000
0.3,9/24/00,9,24,2000
0,9/25/00,9,25,2000
0.3,9/26/00,9,26,2000
3.3,9/27/00,9,27,2000
8.1,9/28/00,9,28,2000
0,9/29/00,9,29,2000
2.5,9/30/00,9,30,2000
27.7,10/1/00,10,1,2000
0,10/2/00,10,2,2000
0,10/3/00,10,3,2000
0,10/4/00,10,4,2000
0,10/5/00,10,5,2000
13.2,10/6/00,10,6,2000
1.3,10/7/00,10,7,2000
0,10/8/00,10,8,2000
0,10/9/00,10,9,2000
0,10/10/00,10,10,2000
0,10/11/00,10,11,2000
0,10/12/00,10,12,2000
1.5,10/13/00,10,13,2000
0.5,10/14/00,10,14,2000
65.8,10/15/00,10,15,2000
0,10/16/00,10,16,2000
0,10/17/00,10,17,2000
0,10/18/00,10,18,2000
0,10/19/00,10,19,2000
0,10/20/00,10,20,2000
1.3,10/21/00,10,21,2000
0,10/22/00,10,22,2000
0,10/23/00,10,23,2000
0,10/24/00,10,24,2000
0.5,10/25/00,10,25,2000
0.5,10/26/00,10,26,2000
17.3,10/27/00,10,27,2000
0.3,10/28/00,10,28,2000
0,10/29/00,10,29,2000
0,10/30/00,10,30,2000
0,10/31/00,10,31,2000
0,11/1/00,11,1,2000
0,11/2/00,11,2,2000
0,11/3/00,11,3,2000
24.1,11/4/00,11,4,2000
6.3,11/5/00,11,5,2000
0,11/6/00,11,6,2000
1.8,11/7/00,11,7,2000
12.2,11/8/00,11,8,2000
1.3,11/9/00,11,9,2000
1,11/10/00,11,10,2000
0,11/11/00,11,11,2000
0,11/12/00,11,12,2000
0,11/13/00,11,13,2000
0,11/14/00,11,14,2000
0,11/15/00,11,15,2000
0.5,11/16/00,11,16,2000
37.3,11/17/00,11,17,2000
0,11/18/00,11,18,2000
0,11/19/00,11,19,2000
0,11/20/00,11,20,2000
0,11/21/00,11,21,2000
0,11/22/00,11,22,2000
0.5,11/23/00,11,23,2000
0,11/24/00,11,24,2000
0,11/25/00,11,25,2000
7.9,11/26/00,11,26,2000
0,11/27/00,11,27,2000
0,11/28/00,11,28,2000
0,11/29/00,11,29,2000
0.3,11/30/00,11,30,2000
0,6/1/01,6,1,2001
0,6/2/01,6,2,2001
0,6/3/01,6,3,2001
0,6/4/01,6,4,2001
0,6/5/01,6,5,2001
0,6/6/01,6,6,2001
0,6/7/01,6,7,2001
0,6/8/01,6,8,2001
9.9,6/9/01,6,9,2001
0.3,6/10/01,6,10,2001
14.7,6/11/01,6,11,2001
2,6/12/01,6,12,2001
0,6/13/01,6,13,2001
0.5,6/14/01,6,14,2001
0,6/15/01,6,15,2001
0,6/16/01,6,16,2001
1.5,6/17/01,6,17,2001
9.9,6/18/01,6,18,2001
0,6/19/01,6,19,2001
0,6/20/01,6,20,2001
0,6/21/01,6,21,2001
6.6,6/22/01,6,22,2001
6.6,6/23/01,6,23,2001
3,6/24/01,6,24,2001
6.3,6/25/01,6,25,2001
0.3,6/26/01,6,26,2001
0,6/27/01,6,27,2001
0,6/28/01,6,28,2001
1.8,6/29/01,6,29,2001
0,6/30/01,6,30,2001
0,7/1/01,7,1,2001
0,7/2/01,7,2,2001
0.5,7/3/01,7,3,2001
3.6,7/4/01,7,4,2001
0,7/5/01,7,5,2001
4.3,7/6/01,7,6,2001
0.3,7/7/01,7,7,2001
0,7/8/01,7,8,2001
0,7/9/01,7,9,2001
0,7/10/01,7,10,2001
0,7/11/01,7,11,2001
0,7/12/01,7,12,2001
14,7/13/01,7,13,2001
0.3,7/14/01,7,14,2001
0,7/15/01,7,15,2001
0,7/16/01,7,16,2001
0,7/17/01,7,17,2001
1.8,7/18/01,7,18,2001
0,7/19/01,7,19,2001
0,7/20/01,7,20,2001
0,7/21/01,7,21,2001
0,7/22/01,7,22,2001
0.5,7/23/01,7,23,2001
0,7/24/01,7,24,2001
4.8,7/25/01,7,25,2001
16,7/26/01,7,26,2001
0,7/27/01,7,27,2001
0,7/28/01,7,28,2001
13,7/29/01,7,29,2001
0.5,7/30/01,7,30,2001
0,7/31/01,7,31,2001
0,8/1/01,8,1,2001
0,8/2/01,8,2,2001
0,8/3/01,8,3,2001
0,8/4/01,8,4,2001
0,8/5/01,8,5,2001
0.3,8/6/01,8,6,2001
17,8/7/01,8,7,2001
4.3,8/8/01,8,8,2001
9.1,8/9/01,8,9,2001
2.5,8/10/01,8,10,2001
0.3,8/11/01,8,11,2001
0,8/12/01,8,12,2001
0,8/13/01,8,13,2001
0.8,8/14/01,8,14,2001
41.7,8/15/01,8,15,2001
0,8/16/01,8,16,2001
0.3,8/17/01,8,17,2001
0,8/18/01,8,18,2001
0.3,8/19/01,8,19,2001
0,8/20/01,8,20,2001
18,8/21/01,8,21,2001
4.3,8/22/01,8,22,2001
0,8/23/01,8,23,2001
0,8/24/01,8,24,2001
13.5,8/25/01,8,25,2001
0.3,8/26/01,8,26,2001
10.4,8/27/01,8,27,2001
0.5,8/28/01,8,28,2001
0.3,8/29/01,8,29,2001
0,8/30/01,8,30,2001
0,8/31/01,8,31,2001
0,9/1/01,9,1,2001
0,9/2/01,9,2,2001
0,9/3/01,9,3,2001
0,9/4/01,9,4,2001
3,9/5/01,9,5,2001
3.8,9/6/01,9,6,2001
28.2,9/7/01,9,7,2001
2.8,9/8/01,9,8,2001
0,9/9/01,9,9,2001
0,9/10/01,9,10,2001
0,9/11/01,9,11,2001
0,9/12/01,9,12,2001
0.3,9/13/01,9,13,2001
0,9/14/01,9,14,2001
3.6,9/15/01,9,15,2001
0,9/16/01,9,16,2001
0,9/17/01,9,17,2001
0,9/18/01,9,18,2001
0,9/19/01,9,19,2001
1.8,9/20/01,9,20,2001
0.3,9/21/01,9,21,2001
15.2,9/22/01,9,22,2001
10.2,9/23/01,9,23,2001
5.3,9/24/01,9,24,2001
0,9/25/01,9,25,2001
0,9/26/01,9,26,2001
0.3,9/27/01,9,27,2001
0,9/28/01,9,28,2001
21.3,9/29/01,9,29,2001
0.3,9/30/01,9,30,2001
1,10/1/01,10,1,2001
25.9,10/2/01,10,2,2001
1,10/3/01,10,3,2001
20.8,10/4/01,10,4,2001
0.3,10/5/01,10,5,2001
0,10/6/01,10,6,2001
0,10/7/01,10,7,2001
0,10/8/01,10,8,2001
0,10/9/01,10,9,2001
0,10/10/01,10,10,2001
0,10/11/01,10,11,2001
0,10/12/01,10,12,2001
9.9,10/13/01,10,13,2001
22.4,10/14/01,10,14,2001
0,10/15/01,10,15,2001
0,10/16/01,10,16,2001
0,10/17/01,10,17,2001
0,10/18/01,10,18,2001
13.2,10/19/01,10,19,2001
9.7,10/20/01,10,20,2001
0,10/21/01,10,21,2001
0,10/22/01,10,22,2001
0,10/23/01,10,23,2001
0,10/24/01,10,24,2001
0,10/25/01,10,25,2001
0,10/26/01,10,26,2001
16.8,10/27/01,10,27,2001
0,10/28/01,10,28,2001
-99,10/29/01,10,29,2001
0,10/30/01,10,30,2001
0,10/31/01,10,31,2001
0,11/1/01,11,1,2001
0,11/2/01,11,2,2001
0,11/3/01,11,3,2001
0,11/4/01,11,4,2001
0,11/5/01,11,5,2001
0,11/6/01,11,6,2001
0,11/7/01,11,7,2001
0,11/8/01,11,8,2001
0,11/9/01,11,9,2001
27.9,11/10/01,11,10,2001
0.3,11/11/01,11,11,2001
0,11/12/01,11,12,2001
0,11/13/01,11,13,2001
1.5,11/14/01,11,14,2001
0.5,11/15/01,11,15,2001
6.3,11/16/01,11,16,2001
0.3,11/17/01,11,17,2001
0,11/18/01,11,18,2001
0,11/19/01,11,19,2001
0,11/20/01,11,20,2001
0,11/21/01,11,21,2001
0,11/22/01,11,22,2001
30.2,11/23/01,11,23,2001
0,11/24/01,11,24,2001
0,11/25/01,11,25,2001
0,11/26/01,11,26,2001
0,11/27/01,11,27,2001
0,11/28/01,11,28,2001
0,11/29/01,11,29,2001
17,11/30/01,11,30,2001
0,6/1/02,6,1,2002
0,6/2/02,6,2,2002
65.3,6/3/02,6,3,2002
4.8,6/4/02,6,4,2002
10.7,6/5/02,6,5,2002
1.5,6/6/02,6,6,2002
6.4,6/7/02,6,7,2002
17,6/8/02,6,8,2002
2,6/9/02,6,9,2002
0,6/10/02,6,10,2002
0,6/11/02,6,11,2002
0,6/12/02,6,12,2002
0,6/13/02,6,13,2002
23.1,6/14/02,6,14,2002
0.3,6/15/02,6,15,2002
0,6/16/02,6,16,2002
0,6/17/02,6,17,2002
0,6/18/02,6,18,2002
0,6/19/02,6,19,2002
0,6/20/02,6,20,2002
0,6/21/02,6,21,2002
0,6/22/02,6,22,2002
0.3,6/23/02,6,23,2002
19.3,6/24/02,6,24,2002
0.3,6/25/02,6,25,2002
11.9,6/26/02,6,26,2002
2.5,6/27/02,6,27,2002
0,6/28/02,6,28,2002
0,6/29/02,6,29,2002
1.8,6/30/02,6,30,2002
0,7/1/02,7,1,2002
0,7/2/02,7,2,2002
1,7/3/02,7,3,2002
0,7/4/02,7,4,2002
2,7/5/02,7,5,2002
0,7/6/02,7,6,2002
0,7/7/02,7,7,2002
0,7/8/02,7,8,2002
0,7/9/02,7,9,2002
0,7/10/02,7,10,2002
0,7/11/02,7,11,2002
0,7/12/02,7,12,2002
0,7/13/02,7,13,2002
0,7/14/02,7,14,2002
0,7/15/02,7,15,2002
3.8,7/16/02,7,16,2002
0,7/17/02,7,17,2002
5.8,7/18/02,7,18,2002
0,7/19/02,7,19,2002
0,7/20/02,7,20,2002
0,7/21/02,7,21,2002
0,7/22/02,7,22,2002
0,7/23/02,7,23,2002
0,7/24/02,7,24,2002
4.8,7/25/02,7,25,2002
0,7/26/02,7,26,2002
7.4,7/27/02,7,27,2002
1.5,7/28/02,7,28,2002
1.8,7/29/02,7,29,2002
3.6,7/30/02,7,30,2002
0.3,7/31/02,7,31,2002
2,8/1/02,8,1,2002
0.3,8/2/02,8,2,2002
1,8/3/02,8,3,2002
0,8/4/02,8,4,2002
0.5,8/5/02,8,5,2002
9.4,8/6/02,8,6,2002
0.3,8/7/02,8,7,2002
0,8/8/02,8,8,2002
0,8/9/02,8,9,2002
0,8/10/02,8,10,2002
20.3,8/11/02,8,11,2002
11.7,8/12/02,8,12,2002
5.8,8/13/02,8,13,2002
0.3,8/14/02,8,14,2002
0,8/15/02,8,15,2002
1.5,8/16/02,8,16,2002
57.2,8/17/02,8,17,2002
0.3,8/18/02,8,18,2002
1.8,8/19/02,8,19,2002
0,8/20/02,8,20,2002
0.3,8/21/02,8,21,2002
0,8/22/02,8,22,2002
0,8/23/02,8,23,2002
0,8/24/02,8,24,2002
0,8/25/02,8,25,2002
0.3,8/26/02,8,26,2002
0,8/27/02,8,27,2002
0,8/28/02,8,28,2002
14,8/29/02,8,29,2002
0,8/30/02,8,30,2002
0,8/31/02,8,31,2002
0,9/1/02,9,1,2002
0,9/2/02,9,2,2002
0,9/3/02,9,3,2002
0,9/4/02,9,4,2002
23.4,9/5/02,9,5,2002
8.6,9/6/02,9,6,2002
0.3,9/7/02,9,7,2002
0,9/8/02,9,8,2002
20.1,9/9/02,9,9,2002
0.3,9/10/02,9,10,2002
0,9/11/02,9,11,2002
0,9/12/02,9,12,2002
0,9/13/02,9,13,2002
0,9/14/02,9,14,2002
0.3,9/15/02,9,15,2002
0.3,9/16/02,9,16,2002
0,9/17/02,9,17,2002
0,9/18/02,9,18,2002
10.2,9/19/02,9,19,2002
3.8,9/20/02,9,20,2002
0,9/21/02,9,21,2002
0,9/22/02,9,22,2002
0.8,9/23/02,9,23,2002
0.5,9/24/02,9,24,2002
0.3,9/25/02,9,25,2002
0,9/26/02,9,26,2002
0.3,9/27/02,9,27,2002
0.3,9/28/02,9,28,2002
5.1,9/29/02,9,29,2002
3.3,9/30/02,9,30,2002
1.3,10/1/02,10,1,2002
1,10/2/02,10,2,2002
0.3,10/3/02,10,3,2002
4.8,10/4/02,10,4,2002
4.3,10/5/02,10,5,2002
0,10/6/02,10,6,2002
6.6,10/7/02,10,7,2002
5.1,10/8/02,10,8,2002
0.8,10/9/02,10,9,2002
0,10/10/02,10,10,2002
8.1,10/11/02,10,11,2002
0,10/12/02,10,12,2002
0.5,10/13/02,10,13,2002
0,10/14/02,10,14,2002
5.3,10/15/02,10,15,2002
2,10/16/02,10,16,2002
0.5,10/17/02,10,17,2002
0,10/18/02,10,18,2002
0,10/19/02,10,19,2002
12.7,10/20/02,10,20,2002
15.2,10/21/02,10,21,2002
0,10/22/02,10,22,2002
0,10/23/02,10,23,2002
0,10/24/02,10,24,2002
0,10/25/02,10,25,2002
0,10/26/02,10,26,2002
0,10/27/02,10,27,2002
0,10/28/02,10,28,2002
0.3,10/29/02,10,29,2002
35.6,10/30/02,10,30,2002
16.3,10/31/02,10,31,2002
0,11/1/02,11,1,2002
0,11/2/02,11,2,2002
0,11/3/02,11,3,2002
0,11/4/02,11,4,2002
0,11/5/02,11,5,2002
0,11/6/02,11,6,2002
0,11/7/02,11,7,2002
0.3,11/8/02,11,8,2002
13.7,11/9/02,11,9,2002
0,11/10/02,11,10,2002
0,11/11/02,11,11,2002
0,11/12/02,11,12,2002
0,11/13/02,11,13,2002
4.6,11/14/02,11,14,2002
0,11/15/02,11,15,2002
0,11/16/02,11,16,2002
0,11/17/02,11,17,2002
0,11/18/02,11,18,2002
0,11/19/02,11,19,2002
0,11/20/02,11,20,2002
0,11/21/02,11,21,2002
0,11/22/02,11,22,2002
0,11/23/02,11,23,2002
0,11/24/02,11,24,2002
0,11/25/02,11,25,2002
0,11/26/02,11,26,2002
0,11/27/02,11,27,2002
0,11/28/02,11,28,2002
0,11/29/02,11,29,2002
0,11/30/02,11,30,2002
0,6/1/03,6,1,2003
0,6/2/03,6,2,2003
8.1,6/3/03,6,3,2003
1.8,6/4/03,6,4,2003
0,6/5/03,6,5,2003
0,6/6/03,6,6,2003
0.5,6/7/03,6,7,2003
21.3,6/8/03,6,8,2003
16,6/9/03,6,9,2003
0,6/10/03,6,10,2003
4.6,6/11/03,6,11,2003
26.2,6/12/03,6,12,2003
3,6/13/03,6,13,2003
3.8,6/14/03,6,14,2003
6.4,6/15/03,6,15,2003
0,6/16/03,6,16,2003
0,6/17/03,6,17,2003
1.5,6/18/03,6,18,2003
1.3,6/19/03,6,19,2003
0,6/20/03,6,20,2003
0,6/21/03,6,21,2003
0,6/22/03,6,22,2003
9.4,6/23/03,6,23,2003
1,6/24/03,6,24,2003
3.8,6/25/03,6,25,2003
3.8,6/26/03,6,26,2003
5.3,6/27/03,6,27,2003
23.1,6/28/03,6,28,2003
10.9,6/29/03,6,29,2003
0.3,6/30/03,6,30,2003
0,7/1/03,7,1,2003
34.3,7/2/03,7,2,2003
2.3,7/3/03,7,3,2003
0.3,7/4/03,7,4,2003
0,7/5/03,7,5,2003
0,7/6/03,7,6,2003
0,7/7/03,7,7,2003
0,7/8/03,7,8,2003
3,7/9/03,7,9,2003
0,7/10/03,7,10,2003
17,7/11/03,7,11,2003
0.8,7/12/03,7,12,2003
0,7/13/03,7,13,2003
0,7/14/03,7,14,2003
0,7/15/03,7,15,2003
0,7/16/03,7,16,2003
0.3,7/17/03,7,17,2003
0,7/18/03,7,18,2003
0.8,7/19/03,7,19,2003
0.3,7/20/03,7,20,2003
0,7/21/03,7,21,2003
0,7/22/03,7,22,2003
0.5,7/23/03,7,23,2003
16.8,7/24/03,7,24,2003
1.8,7/25/03,7,25,2003
2.3,7/26/03,7,26,2003
6.6,7/27/03,7,27,2003
0,7/28/03,7,28,2003
0.5,7/29/03,7,29,2003
0.3,7/30/03,7,30,2003
0.3,7/31/03,7,31,2003
0,8/1/03,8,1,2003
2.8,8/2/03,8,2,2003
14,8/3/03,8,3,2003
0,8/4/03,8,4,2003
0,8/5/03,8,5,2003
0,8/6/03,8,6,2003
0,8/7/03,8,7,2003
0,8/8/03,8,8,2003
0.3,8/9/03,8,9,2003
19.6,8/10/03,8,10,2003
0.3,8/11/03,8,11,2003
0,8/12/03,8,12,2003
0,8/13/03,8,13,2003
0,8/14/03,8,14,2003
0,8/15/03,8,15,2003
0,8/16/03,8,16,2003
0,8/17/03,8,17,2003
0,8/18/03,8,18,2003
0,8/19/03,8,19,2003
0,8/20/03,8,20,2003
0,8/21/03,8,21,2003
0,8/22/03,8,22,2003
0,8/23/03,8,23,2003
0,8/24/03,8,24,2003
0,8/25/03,8,25,2003
0,8/26/03,8,26,2003
3.3,8/27/03,8,27,2003
0,8/28/03,8,28,2003
6.4,8/29/03,8,29,2003
0.5,8/30/03,8,30,2003
0,8/31/03,8,31,2003
0,9/1/03,9,1,2003
3.3,9/2/03,9,2,2003
48.8,9/3/03,9,3,2003
0.3,9/4/03,9,4,2003
