index,date,flow ,flow (mm/sec),day,month,year
1003,9/29/04,1.54043392,8.63E-20,29,9,2004
1004,9/30/04,1.46114688,8.18E-20,30,9,2004
1005,10/1/04,1.39035488,7.79E-20,1,10,2004
1006,10/2/04,1.31956288,7.39E-20,2,10,2004
1007,10/3/04,1.31389952,7.36E-20,3,10,2004
1008,10/4/04,1.25726592,7.04E-20,4,10,2004
1009,10/5/04,1.18081056,6.61E-20,5,10,2004
1010,10/6/04,1.07037504,5.99E-20,6,10,2004
1011,10/7/04,1.00807808,5.65E-20,7,10,2004
1012,10/8/04,0.96560288,5.41E-20,8,10,2004
1013,10/9/04,0.9344544,5.23E-20,9,10,2004
1014,10/10/04,0.92595936,5.19E-20,10,10,2004
1015,10/11/04,0.88348416,4.95E-20,11,10,2004
1016,10/12/04,0.83251392,4.66E-20,12,10,2004
1017,10/13/04,0.8070288,4.52E-20,13,10,2004
1018,10/14/04,0.78720704,4.41E-20,14,10,2004
1019,10/15/04,0.80986048,4.54E-20,15,10,2004
1020,10/16/04,2.5626704,1.44E-19,16,10,2004
1021,10/17/04,3.1714816,1.78E-19,17,10,2004
1022,10/18/04,2.3078192,1.29E-19,18,10,2004
1023,10/19/04,1.83492864,1.03E-19,19,10,2004
1024,10/20/04,1.57724576,8.83E-20,20,10,2004
1025,10/21/04,1.56025568,8.74E-20,21,10,2004
1026,10/22/04,1.70750304,9.56E-20,22,10,2004
1027,10/23/04,1.65086944,9.25E-20,23,10,2004
1028,10/24/04,1.59423584,8.93E-20,24,10,2004
1029,10/25/04,1.52627552,8.55E-20,25,10,2004
1030,10/26/04,1.45265184,8.14E-20,26,10,2004
1031,10/27/04,1.39884992,7.83E-20,27,10,2004
1032,10/28/04,1.33938464,7.50E-20,28,10,2004
1033,10/29/04,1.28558272,7.20E-20,29,10,2004
1034,10/30/04,1.30540448,7.31E-20,30,10,2004
1035,10/31/04,1.61688928,9.06E-20,31,10,2004
1036,11/1/04,1.80094848,1.01E-19,1,11,2004
1037,11/2/04,1.6706912,9.36E-20,2,11,2004
1038,11/3/04,1.97368096,1.11E-19,3,11,2004
1039,11/4/04,2.38710624,1.34E-19,4,11,2004
1040,11/5/04,4.9837568,2.79E-19,5,11,2004
1041,11/6/04,5.097024,2.85E-19,6,11,2004
1042,11/7/04,3.9077184,2.19E-19,7,11,2004
1043,11/8/04,3.256432,1.82E-19,8,11,2004
1044,11/9/04,2.81468992,1.58E-19,9,11,2004
1045,11/10/04,2.60797728,1.46E-19,10,11,2004
1046,11/11/04,2.51736352,1.41E-19,11,11,2004
1047,11/12/04,2.28799744,1.28E-19,12,11,2004
1048,11/13/04,2.10676992,1.18E-19,13,11,2004
1049,11/14/04,1.97368096,1.11E-19,14,11,2004
1050,11/15/04,1.89439392,1.06E-19,15,11,2004
1051,11/16/04,1.8122752,1.02E-19,16,11,2004
1052,11/17/04,1.7556416,9.83E-20,17,11,2004
1053,11/18/04,1.73298816,9.71E-20,18,11,2004
1054,11/19/04,1.70750304,9.56E-20,19,11,2004
1055,11/20/04,1.65086944,9.25E-20,20,11,2004
1056,11/21/04,1.70467136,9.55E-20,21,11,2004
1057,11/22/04,1.7273248,9.67E-20,22,11,2004
1058,11/23/04,1.69051296,9.47E-20,23,11,2004
1059,11/24/04,1.74714656,9.79E-20,24,11,2004
1060,11/25/04,3.681184,2.06E-19,25,11,2004
1061,11/26/04,4.7855392,2.68E-19,26,11,2004
1062,11/27/04,3.7661344,2.11E-19,27,11,2004
1063,11/28/04,3.7661344,2.11E-19,28,11,2004
1064,11/29/04,15.7724576,8.83E-19,29,11,2004
1065,11/30/04,16.848496,9.44E-19,30,11,2004
1066,12/1/04,11.751472,6.58E-19,1,12,2004
1067,12/2/04,20.0199776,1.12E-18,2,12,2004
1068,12/3/04,14.2716672,7.99E-19,3,12,2004
1069,12/4/04,9.061376,5.08E-19,4,12,2004
1070,12/5/04,7.1075168,3.98E-19,5,12,2004
1071,12/6/04,5.9748448,3.35E-19,6,12,2004
1072,12/7/04,5.238608,2.93E-19,7,12,2004
1073,12/8/04,4.8704896,2.73E-19,8,12,2004
1074,12/9/04,5.2952416,2.97E-19,9,12,2004
1075,12/10/04,5.5500928,3.11E-19,10,12,2004
1076,12/11/04,9.0896928,5.09E-19,11,12,2004
1077,12/12/04,13.45048,7.53E-19,12,12,2004
1078,12/13/04,9.5144448,5.33E-19,13,12,2004
1079,12/14/04,7.1358336,4.00E-19,14,12,2004
1080,12/15/04,5.5784096,3.12E-19,15,12,2004
1081,12/16/04,4.530688,2.54E-19,16,12,2004
1082,12/17/04,4.1908864,2.35E-19,17,12,2004
1083,12/18/04,3.5396,1.98E-19,18,12,2004
1084,12/19/04,3.4546496,1.93E-19,19,12,2004
1085,12/20/04,3.3130656,1.86E-19,20,12,2004
1086,12/21/04,3.0582144,1.71E-19,21,12,2004
1087,12/22/04,2.973264,1.67E-19,22,12,2004
1088,12/23/04,3.1997984,1.79E-19,23,12,2004
1089,12/24/04,10.760384,6.03E-19,24,12,2004
1090,12/25/04,11.2984032,6.33E-19,25,12,2004
1091,12/26/04,7.0508832,3.95E-19,26,12,2004
1092,12/27/04,5.238608,2.93E-19,27,12,2004
1093,12/28/04,4.105936,2.30E-19,28,12,2004
1094,12/29/04,4.24752,2.38E-19,29,12,2004
1095,12/30/04,3.822768,2.14E-19,30,12,2004
1096,12/31/04,3.4829664,1.95E-19,31,12,2004
1097,1/1/05,3.5679168,2.00E-19,1,1,2005
1098,1/2/05,3.7944512,2.13E-19,2,1,2005
1099,1/3/05,3.5396,1.98E-19,3,1,2005
1100,1/4/05,4.1342528,2.32E-19,4,1,2005
1101,1/5/05,4.9271232,2.76E-19,5,1,2005
1102,1/6/05,4.3607872,2.44E-19,6,1,2005
1103,1/7/05,3.9077184,2.19E-19,7,1,2005
1104,1/8/05,3.5962336,2.01E-19,8,1,2005
1105,1/9/05,3.398016,1.90E-19,9,1,2005
1106,1/10/05,3.4263328,1.92E-19,10,1,2005
1107,1/11/05,3.2281152,1.81E-19,11,1,2005
1108,1/12/05,3.0582144,1.71E-19,12,1,2005
1109,1/13/05,3.0865312,1.73E-19,13,1,2005
1110,1/14/05,5.5784096,3.12E-19,14,1,2005
1111,1/15/05,10.760384,6.03E-19,15,1,2005
1112,1/16/05,9.061376,5.08E-19,16,1,2005
1113,1/17/05,7.645536,4.28E-19,17,1,2005
1114,1/18/05,4.813856,2.70E-19,18,1,2005
1115,1/19/05,4.24752,2.38E-19,19,1,2005
1116,1/20/05,4.530688,2.54E-19,20,1,2005
1117,1/21/05,3.822768,2.14E-19,21,1,2005
1118,1/22/05,3.256432,1.82E-19,22,1,2005
1119,1/23/05,3.398016,1.90E-19,23,1,2005
1120,1/24/05,3.5396,1.98E-19,24,1,2005
1121,1/25/05,3.822768,2.14E-19,25,1,2005
1122,1/26/05,3.681184,2.06E-19,26,1,2005
1123,1/27/05,3.398016,1.90E-19,27,1,2005
1124,1/28/05,3.256432,1.82E-19,28,1,2005
1125,1/29/05,3.114848,1.74E-19,29,1,2005
1126,1/30/05,3.114848,1.74E-19,30,1,2005
1127,1/31/05,2.83168,1.59E-19,31,1,2005
1128,2/1/05,2.72124448,1.52E-19,1,2,2005
1129,2/2/05,2.56833376,1.44E-19,2,2,2005
1130,2/3/05,2.45506656,1.38E-19,3,2,2005
1131,2/4/05,2.48338336,1.39E-19,4,2,2005
1132,2/5/05,2.48338336,1.39E-19,5,2,2005
1133,2/6/05,2.45506656,1.38E-19,6,2,2005
1134,2/7/05,2.406928,1.35E-19,7,2,2005
1135,2/8/05,2.38993792,1.34E-19,8,2,2005
1136,2/9/05,2.40975968,1.35E-19,9,2,2005
1137,2/10/05,3.5396,1.98E-19,10,2,2005
1138,2/11/05,5.66336,3.17E-19,11,2,2005
1139,2/12/05,5.66336,3.17E-19,12,2,2005
1140,2/13/05,4.389104,2.46E-19,13,2,2005
1141,2/14/05,3.681184,2.06E-19,14,2,2005
1142,2/15/05,4.530688,2.54E-19,15,2,2005
1143,2/16/05,6.088112,3.41E-19,16,2,2005
1144,2/17/05,7.362368,4.12E-19,17,2,2005
1145,2/18/05,7.0792,3.96E-19,18,2,2005
1146,2/19/05,6.37128,3.57E-19,19,2,2005
1147,2/20/05,5.238608,2.93E-19,20,2,2005
1148,2/21/05,4.389104,2.46E-19,21,2,2005
1149,2/22/05,3.964352,2.22E-19,22,2,2005
1150,2/23/05,3.822768,2.14E-19,23,2,2005
1151,2/24/05,3.3130656,1.86E-19,24,2,2005
1152,2/25/05,3.256432,1.82E-19,25,2,2005
1153,2/26/05,2.8883136,1.62E-19,26,2,2005
1154,2/27/05,2.73823456,1.53E-19,27,2,2005
1155,2/28/05,2.6051456,1.46E-19,28,2,2005
1156,3/1/05,2.72407616,1.53E-19,1,3,2005
1157,3/2/05,2.70991776,1.52E-19,2,3,2005
1158,3/3/05,2.45506656,1.38E-19,3,3,2005
1159,3/4/05,2.12092832,1.19E-19,4,3,2005
1160,3/5/05,2.12092832,1.19E-19,5,3,2005
1161,3/6/05,2.31065088,1.29E-19,6,3,2005
1162,3/7/05,2.25968064,1.27E-19,7,3,2005
1163,3/8/05,2.37577952,1.33E-19,8,3,2005
1164,3/9/05,2.548512,1.43E-19,9,3,2005
1165,3/10/05,3.256432,1.82E-19,10,3,2005
1166,3/11/05,2.78354144,1.56E-19,11,3,2005
1167,3/12/05,2.76371968,1.55E-19,12,3,2005
1168,3/13/05,2.72407616,1.53E-19,13,3,2005
1169,3/14/05,2.67310592,1.50E-19,14,3,2005
1170,3/15/05,2.64195744,1.48E-19,15,3,2005
1171,3/16/05,2.70142272,1.51E-19,16,3,2005
1172,3/17/05,2.63063072,1.47E-19,17,3,2005
1173,3/18/05,2.67310592,1.50E-19,18,3,2005
1174,3/19/05,2.7325712,1.53E-19,19,3,2005
1175,3/20/05,2.9449472,1.65E-19,20,3,2005
1176,3/21/05,3.3413824,1.87E-19,21,3,2005
1177,3/22/05,3.8510848,2.16E-19,22,3,2005
1178,3/23/05,4.5873216,2.57E-19,23,3,2005
1179,3/24/05,4.5873216,2.57E-19,24,3,2005
1180,3/25/05,4.672272,2.62E-19,25,3,2005
1181,3/26/05,5.1819744,2.90E-19,26,3,2005
1182,3/27/05,5.3518752,3.00E-19,27,3,2005
1183,3/28/05,8.919792,5.00E-19,28,3,2005
1184,3/29/05,30.582144,1.71E-18,29,3,2005
1185,3/30/05,39.360352,2.20E-18,30,3,2005
1186,3/31/05,28.883136,1.62E-18,31,3,2005
1187,4/1/05,23.36136,1.31E-18,1,4,2005
1188,4/2/05,22.4552224,1.26E-18,2,4,2005
1189,4/3/05,47.572224,2.66E-18,3,4,2005
1190,4/4/05,58.332608,3.27E-18,4,4,2005
1191,4/5/05,30.582144,1.71E-18,5,4,2005
1192,4/6/05,22.9649248,1.29E-18,6,4,2005
1193,4/7/05,18.6324544,1.04E-18,7,4,2005
1194,4/8/05,16.140576,9.04E-19,8,4,2005
1195,4/9/05,14.1584,7.93E-19,9,4,2005
1196,4/10/05,11.751472,6.58E-19,10,4,2005
1197,4/11/05,9.5427616,5.34E-19,11,4,2005
1198,4/12/05,7.9853376,4.47E-19,12,4,2005
1199,4/13/05,7.1075168,3.98E-19,13,4,2005
1200,4/14/05,6.4279136,3.60E-19,14,4,2005
1201,4/15/05,5.7483104,3.22E-19,15,4,2005
1202,4/16/05,5.0403904,2.82E-19,16,4,2005
1203,4/17/05,4.5873216,2.57E-19,17,4,2005
1204,4/18/05,4.24752,2.38E-19,18,4,2005
1205,4/19/05,3.964352,2.22E-19,19,4,2005
1206,4/20/05,3.822768,2.14E-19,20,4,2005
1207,4/21/05,5.4368256,3.05E-19,21,4,2005
1208,4/22/05,5.8332608,3.27E-19,22,4,2005
1209,4/23/05,5.8332608,3.27E-19,23,4,2005
1210,4/24/05,11.751472,6.58E-19,24,4,2005
1211,4/25/05,17.4997824,9.80E-19,25,4,2005
1212,4/26/05,12.03464,6.74E-19,26,4,2005
1213,4/27/05,9.5710784,5.36E-19,27,4,2005
1214,4/28/05,21.662352,1.21E-18,28,4,2005
1215,4/29/05,21.1809664,1.19E-18,29,4,2005
1216,4/30/05,13.1956288,7.39E-19,30,4,2005
1217,5/1/05,15.2344384,8.53E-19,1,5,2005
1218,5/2/05,13.9035488,7.79E-19,2,5,2005
1219,5/3/05,10.6188,5.95E-19,3,5,2005
1220,5/4/05,8.778208,4.92E-19,4,5,2005
1221,5/5/05,7.4190016,4.16E-19,5,5,2005
1222,5/6/05,6.3995968,3.58E-19,6,5,2005
1223,5/7/05,6.1447456,3.44E-19,7,5,2005
1224,5/8/05,7.3906848,4.14E-19,8,5,2005
1225,5/9/05,6.9092992,3.87E-19,9,5,2005
1226,5/10/05,5.9182112,3.31E-19,10,5,2005
1227,5/11/05,5.0687072,2.84E-19,11,5,2005
1228,5/12/05,4.530688,2.54E-19,12,5,2005
1229,5/13/05,3.964352,2.22E-19,13,5,2005
1230,5/14/05,3.5962336,2.01E-19,14,5,2005
1231,5/15/05,3.6528672,2.05E-19,15,5,2005
1232,5/16/05,4.24752,2.38E-19,16,5,2005
1233,5/17/05,4.0776192,2.28E-19,17,5,2005
1234,5/18/05,3.7661344,2.11E-19,18,5,2005
1235,5/19/05,3.5112832,1.97E-19,19,5,2005
1236,5/20/05,3.1431648,1.76E-19,20,5,2005
1237,5/21/05,2.9166304,1.63E-19,21,5,2005
1238,5/22/05,5.097024,2.85E-19,22,5,2005
1239,5/23/05,7.928704,4.44E-19,23,5,2005
1240,5/24/05,15.6591904,8.77E-19,24,5,2005
1241,5/25/05,25.201952,1.41E-18,25,5,2005
1242,5/26/05,26.9292768,1.51E-18,26,5,2005
1243,5/27/05,24.6922496,1.38E-18,27,5,2005
1244,5/28/05,17.0183968,9.53E-19,28,5,2005
1245,5/29/05,11.2417696,6.30E-19,29,5,2005
1246,5/30/05,10.0241472,5.61E-19,30,5,2005
1247,5/31/05,8.9481088,5.01E-19,31,5,2005
1248,6/1/05,7.8720704,4.41E-19,1,6,2005
1249,6/2/05,6.512864,3.65E-19,2,6,2005
1250,6/3/05,5.521776,3.09E-19,3,6,2005
1251,6/4/05,4.7005888,2.63E-19,4,6,2005
1252,6/5/05,4.0776192,2.28E-19,5,6,2005
1253,6/6/05,3.5962336,2.01E-19,6,6,2005
1254,6/7/05,3.3130656,1.86E-19,7,6,2005
1255,6/8/05,3.0582144,1.71E-19,8,6,2005
1256,6/9/05,3.398016,1.90E-19,9,6,2005
1257,6/10/05,3.4829664,1.95E-19,10,6,2005
1258,6/11/05,4.530688,2.54E-19,11,6,2005
1259,6/12/05,4.1625696,2.33E-19,12,6,2005
1260,6/13/05,3.3130656,1.86E-19,13,6,2005
1261,6/14/05,3.7661344,2.11E-19,14,6,2005
1262,6/15/05,6.229696,3.49E-19,15,6,2005
1263,6/16/05,5.7199936,3.20E-19,16,6,2005
1264,6/17/05,5.6916768,3.19E-19,17,6,2005
1265,6/18/05,8.4100896,4.71E-19,18,6,2005
1266,6/19/05,7.8154368,4.38E-19,19,6,2005
1267,6/20/05,5.5500928,3.11E-19,20,6,2005
1268,6/21/05,4.2758368,2.39E-19,21,6,2005
1269,6/22/05,3.7378176,2.09E-19,22,6,2005
1270,6/23/05,3.4546496,1.93E-19,23,6,2005
1271,6/24/05,2.82884832,1.58E-19,24,6,2005
1272,6/25/05,2.3502944,1.32E-19,25,6,2005
1273,6/26/05,2.11526496,1.18E-19,26,6,2005
1274,6/27/05,1.9397008,1.09E-19,27,6,2005
1275,6/28/05,1.71882976,9.63E-20,28,6,2005
1276,6/29/05,4.0209856,2.25E-19,29,6,2005
1277,6/30/05,8.9481088,5.01E-19,30,6,2005
1278,7/1/05,7.2774176,4.08E-19,1,7,2005
1279,7/2/05,5.2102912,2.92E-19,2,7,2005
1280,7/3/05,3.9077184,2.19E-19,3,7,2005
1281,7/4/05,2.9449472,1.65E-19,4,7,2005
1282,7/5/05,2.28516576,1.28E-19,5,7,2005
1283,7/6/05,1.99067104,1.11E-19,6,7,2005
1284,7/7/05,1.84625536,1.03E-19,7,7,2005
1285,7/8/05,1.80378016,1.01E-19,8,7,2005
1286,7/9/05,4.24752,2.38E-19,9,7,2005
1287,7/10/05,5.3235584,2.98E-19,10,7,2005
1288,7/11/05,3.7661344,2.11E-19,11,7,2005
1289,7/12/05,2.73540288,1.53E-19,12,7,2005
1290,7/13/05,2.15774016,1.21E-19,13,7,2005
1291,7/14/05,1.8830672,1.05E-19,14,7,2005
1292,7/15/05,1.70467136,9.55E-20,15,7,2005
1293,7/16/05,1.53193888,8.58E-20,16,7,2005
1294,7/17/05,1.37902816,7.72E-20,17,7,2005
1295,7/18/05,1.3167312,7.37E-20,18,7,2005
1296,7/19/05,1.35354304,7.58E-20,19,7,2005
1297,7/20/05,1.3308896,7.45E-20,20,7,2005
1298,7/21/05,1.19213728,6.68E-20,21,7,2005
1299,7/22/05,1.10152352,6.17E-20,22,7,2005
1300,7/23/05,2.2370272,1.25E-19,23,7,2005
1301,7/24/05,2.15774016,1.21E-19,24,7,2005
1302,7/25/05,1.6706912,9.36E-20,25,7,2005
1303,7/26/05,1.36770144,7.66E-20,26,7,2005
1304,7/27/05,1.16948384,6.55E-20,27,7,2005
1305,7/28/05,1.3167312,7.37E-20,28,7,2005
1306,7/29/05,1.94253248,1.09E-19,29,7,2005
1307,7/30/05,1.59706752,8.94E-20,30,7,2005
1308,7/31/05,1.29407776,7.25E-20,31,7,2005
1309,8/1/05,1.1468304,6.42E-20,1,8,2005
1310,8/2/05,1.87740384,1.05E-19,2,8,2005
1311,8/3/05,2.1096016,1.18E-19,3,8,2005
1312,8/4/05,1.67352288,9.37E-20,4,8,2005
1313,8/5/05,1.35071136,7.56E-20,5,8,2005
1314,8/6/05,1.1468304,6.42E-20,6,8,2005
1315,8/7/05,1.01657312,5.69E-20,7,8,2005
1316,8/8/05,0.93162272,5.22E-20,8,8,2005
1317,8/9/05,0.82685056,4.63E-20,9,8,2005
1318,8/10/05,0.73906848,4.14E-20,10,8,2005
1319,8/11/05,0.66261312,3.71E-20,11,8,2005
1320,8/12/05,0.62863296,3.52E-20,12,8,2005
1321,8/13/05,0.62863296,3.52E-20,13,8,2005
1322,8/14/05,0.6088112,3.41E-20,14,8,2005
1323,8/15/05,0.66827648,3.74E-20,15,8,2005
1324,8/16/05,0.70792,3.96E-20,16,8,2005
1325,8/17/05,0.69092992,3.87E-20,17,8,2005
1326,8/18/05,0.63995968,3.58E-20,18,8,2005
1327,8/19/05,0.56916768,3.19E-20,19,8,2005
1328,8/20/05,0.51536576,2.89E-20,20,8,2005
1329,8/21/05,0.48421728,2.71E-20,21,8,2005
1330,8/22/05,0.47855392,2.68E-20,22,8,2005
1331,8/23/05,0.45023712,2.52E-20,23,8,2005
1332,8/24/05,0.40493024,2.27E-20,24,8,2005
1333,8/25/05,0.37944512,2.13E-20,25,8,2005
1334,8/26/05,0.37944512,2.13E-20,26,8,2005
1335,8/27/05,0.38510848,2.16E-20,27,8,2005
1336,8/28/05,0.3681184,2.06E-20,28,8,2005
1337,8/29/05,0.41625696,2.33E-20,29,8,2005
1338,8/30/05,0.47289056,2.65E-20,30,8,2005
1339,8/31/05,0.47005888,2.63E-20,31,8,2005
1340,9/1/05,0.52669248,2.95E-20,1,9,2005
1341,9/2/05,0.57199936,3.20E-20,2,9,2005
1342,9/3/05,0.56350432,3.16E-20,3,9,2005
1343,9/4/05,0.51536576,2.89E-20,4,9,2005
1344,9/5/05,0.45873216,2.57E-20,5,9,2005
1345,9/6/05,0.41342528,2.32E-20,6,9,2005
1346,9/7/05,0.37944512,2.13E-20,7,9,2005
1347,9/8/05,0.34263328,1.92E-20,8,9,2005
1348,9/9/05,0.30298976,1.70E-20,9,9,2005
1349,9/10/05,0.264478912,1.48E-20,10,9,2005
1350,9/11/05,0.234746272,1.31E-20,11,9,2005
1351,9/12/05,0.217189856,1.22E-20,12,9,2005
1352,9/13/05,0.211526496,1.18E-20,13,9,2005
1353,9/14/05,0.202748288,1.14E-20,14,9,2005
1354,9/15/05,0.210110656,1.18E-20,15,9,2005
1355,9/16/05,0.40209856,2.25E-20,16,9,2005
1356,9/17/05,0.45873216,2.57E-20,17,9,2005
1357,9/18/05,0.47572224,2.66E-20,18,9,2005
1358,9/19/05,0.47572224,2.66E-20,19,9,2005
1359,9/20/05,0.4530688,2.54E-20,20,9,2005
1360,9/21/05,0.43607872,2.44E-20,21,9,2005
1361,9/22/05,0.4105936,2.30E-20,22,9,2005
1362,9/23/05,0.37661344,2.11E-20,23,9,2005
1363,9/24/05,0.33696992,1.89E-20,24,9,2005
1364,9/25/05,0.30865312,1.73E-20,25,9,2005
1365,9/26/05,0.30015808,1.68E-20,26,9,2005
1366,9/27/05,0.36245504,2.03E-20,27,9,2005
1367,9/28/05,0.38794016,2.17E-20,28,9,2005
1368,9/29/05,0.3822768,2.14E-20,29,9,2005
1369,9/30/05,0.4389104,2.46E-20,30,9,2005
1370,10/1/05,0.43324704,2.43E-20,1,10,2005
1371,10/2/05,0.424752,2.38E-20,2,10,2005
1372,10/3/05,0.41625696,2.33E-20,3,10,2005
1373,10/4/05,0.39926688,2.24E-20,4,10,2005
1374,10/5/05,0.37095008,2.08E-20,5,10,2005
1375,10/6/05,0.34829664,1.95E-20,6,10,2005
1376,10/7/05,0.3256432,1.82E-20,7,10,2005
1377,10/8/05,2.8599968,1.60E-19,8,10,2005
1378,10/9/05,25.0320512,1.40E-18,9,10,2005
1379,10/10/05,35.396,1.98E-18,10,10,2005
1380,10/11/05,21.2659168,1.19E-18,11,10,2005
1381,10/12/05,14.016816,7.85E-19,12,10,2005
1382,10/13/05,7.8720704,4.41E-19,13,10,2005
1383,10/14/05,6.1447456,3.44E-19,14,10,2005
1384,10/15/05,39.64352,2.22E-18,15,10,2005
1385,10/16/05,75.322688,4.22E-18,16,10,2005
1386,10/17/05,33.130656,1.86E-18,17,10,2005
1387,10/18/05,18.3209696,1.03E-18,18,10,2005
1388,10/19/05,12.5443424,7.03E-19,19,10,2005
1389,10/20/05,9.2879104,5.20E-19,20,10,2005
1390,10/21/05,7.3906848,4.14E-19,21,10,2005
1391,10/22/05,6.2863296,3.52E-19,22,10,2005
1392,10/23/05,10.3639488,5.80E-19,23,10,2005
1393,10/24/05,16.706912,9.36E-19,24,10,2005
1394,10/25/05,19.538592,1.09E-18,25,10,2005
1395,10/26/05,36.245504,2.03E-18,26,10,2005
1396,10/27/05,29.73264,1.67E-18,27,10,2005
1397,10/28/05,17.5280992,9.82E-19,28,10,2005
1398,10/29/05,12.7991936,7.17E-19,29,10,2005
1399,10/30/05,10.2223648,5.73E-19,30,10,2005
1400,10/31/05,8.5799904,4.81E-19,31,10,2005
1401,11/1/05,8.211872,4.60E-19,1,11,2005
1402,11/2/05,7.0792,3.96E-19,2,11,2005
1403,11/3/05,5.7766272,3.24E-19,3,11,2005
1404,11/4/05,5.2952416,2.97E-19,4,11,2005
1405,11/5/05,5.3235584,2.98E-19,5,11,2005
1406,11/6/05,5.3235584,2.98E-19,6,11,2005
1407,11/7/05,6.5411808,3.66E-19,7,11,2005
1408,11/8/05,6.4279136,3.60E-19,8,11,2005
1409,11/9/05,5.804944,3.25E-19,9,11,2005
1410,11/10/05,12.317808,6.90E-19,10,11,2005
1411,11/11/05,15.0362208,8.42E-19,11,11,2005
1412,11/12/05,9.627712,5.39E-19,12,11,2005
1413,11/13/05,7.362368,4.12E-19,13,11,2005
1414,11/14/05,6.2863296,3.52E-19,14,11,2005
1415,11/15/05,5.7199936,3.20E-19,15,11,2005
1416,11/16/05,6.7677152,3.79E-19,16,11,2005
1417,11/17/05,14.016816,7.85E-19,17,11,2005
1418,11/18/05,18.0661184,1.01E-18,18,11,2005
1419,11/19/05,11.0718688,6.20E-19,19,11,2005
1420,11/20/05,8.778208,4.92E-19,20,11,2005
1421,11/21/05,8.9764256,5.03E-19,21,11,2005
1422,11/22/05,11.4116704,6.39E-19,22,11,2005
1423,11/23/05,20.5863136,1.15E-18,23,11,2005
1424,11/24/05,16.3104768,9.14E-19,24,11,2005
1425,11/25/05,10.8170176,6.06E-19,25,11,2005
1426,11/26/05,8.4100896,4.71E-19,26,11,2005
1427,11/27/05,7.362368,4.12E-19,27,11,2005
1428,11/28/05,6.796032,3.81E-19,28,11,2005
1429,11/29/05,6.7110816,3.76E-19,29,11,2005
1430,11/30/05,9.9391968,5.57E-19,30,11,2005
1431,12/1/05,15.149488,8.48E-19,1,12,2005
1432,12/2/05,12.2611744,6.87E-19,2,12,2005
1433,12/3/05,8.8348416,4.95E-19,3,12,2005
1434,12/4/05,7.0508832,3.95E-19,4,12,2005
1435,12/5/05,5.9748448,3.35E-19,5,12,2005
1436,12/6/05,5.3518752,3.00E-19,6,12,2005
1437,12/7/05,4.8421728,2.71E-19,7,12,2005
1438,12/8/05,4.0493024,2.27E-19,8,12,2005
1439,12/9/05,3.9077184,2.19E-19,9,12,2005
1440,12/10/05,3.964352,2.22E-19,10,12,2005
1441,12/11/05,4.2192032,2.36E-19,11,12,2005
1442,12/12/05,4.0776192,2.28E-19,12,12,2005
1443,12/13/05,3.822768,2.14E-19,13,12,2005
1444,12/14/05,3.398016,1.90E-19,14,12,2005
1445,12/15/05,3.114848,1.74E-19,15,12,2005
1446,12/16/05,3.398016,1.90E-19,16,12,2005
1447,12/17/05,3.681184,2.06E-19,17,12,2005
1448,12/18/05,3.5396,1.98E-19,18,12,2005
1449,12/19/05,3.4829664,1.95E-19,19,12,2005
1450,12/20/05,3.256432,1.82E-19,20,12,2005
1451,12/21/05,2.973264,1.67E-19,21,12,2005
1452,12/22/05,2.83168,1.59E-19,22,12,2005
1453,12/23/05,2.7892048,1.56E-19,23,12,2005
1454,12/24/05,3.0865312,1.73E-19,24,12,2005
1455,12/25/05,3.4829664,1.95E-19,25,12,2005
1456,12/26/05,9.4578112,5.30E-19,26,12,2005
1457,12/27/05,18.4625536,1.03E-18,27,12,2005
1458,12/28/05,14.5548352,8.15E-19,28,12,2005
1459,12/29/05,10.9586016,6.14E-19,29,12,2005
1460,12/30/05,16.0556256,8.99E-19,30,12,2005
1461,12/31/05,14.9795872,8.39E-19,31,12,2005
1462,1/1/06,9.7976128,5.49E-19,1,1,2006
1463,1/2/06,7.5322688,4.22E-19,2,1,2006
1464,1/3/06,6.4562304,3.62E-19,3,1,2006
1465,1/4/06,5.4368256,3.05E-19,4,1,2006
1466,1/5/06,5.238608,2.93E-19,5,1,2006
1467,1/6/06,4.95544,2.78E-19,6,1,2006
1468,1/7/06,4.530688,2.54E-19,7,1,2006
1469,1/8/06,3.964352,2.22E-19,8,1,2006
1470,1/9/06,3.9926688,2.24E-19,9,1,2006
1471,1/10/06,3.9077184,2.19E-19,10,1,2006
1472,1/11/06,3.822768,2.14E-19,11,1,2006
1473,1/12/06,7.7304864,4.33E-19,12,1,2006
1474,1/13/06,9.9958304,5.60E-19,13,1,2006
1475,1/14/06,9.9391968,5.57E-19,14,1,2006
1476,1/15/06,18.1793856,1.02E-18,15,1,2006
1477,1/16/06,13.308896,7.45E-19,16,1,2006
1478,1/17/06,9.91088,5.55E-19,17,1,2006
1479,1/18/06,11.5249376,6.45E-19,18,1,2006
1480,1/19/06,25.0037344,1.40E-18,19,1,2006
1481,1/20/06,18.2360192,1.02E-18,20,1,2006
1482,1/21/06,12.5443424,7.03E-19,21,1,2006
1483,1/22/06,10.8736512,6.09E-19,22,1,2006
1484,1/23/06,8.2401888,4.62E-19,23,1,2006
1485,1/24/06,7.2774176,4.08E-19,24,1,2006
1486,1/25/06,6.7677152,3.79E-19,25,1,2006
1487,1/26/06,6.2013792,3.47E-19,26,1,2006
1488,1/27/06,5.1536576,2.89E-19,27,1,2006
